,70,90,110,130,150,170,190,210
5,0.3172250859106529,0.319801048528028,0.3457678883071553,0.3639229594601251,0.38088056637761303,0.3896715397759635,0.3771554359789654,0.4005418326693227
25,0.19929548841620376,0.2615123364299271,0.32271171941830623,0.3445449578046263,0.34035577681986523,0.37906976744186044,0.3765328874024526,0.389757143951582
45,0.11841868823000898,0.224,0.2762917933130699,0.30478156174750604,0.3335471913316225,0.3623279098873592,0.3893316728933167,0.3858656947760881
65,0.0,0.13591573224600748,0.24006782945736435,0.30940397350993376,0.33405656142450996,0.35307560464673393,0.38145271813613524,0.40594327227761035
